slide_width_pt,slide_height_pt,slide_index,shape_id,shape_name,shape_type,left_pt,top_pt,width_pt,height_pt,left_pct,top_pct,width_pct,height_pct,rotation_deg,fill_hex,fill_transparency,line_hex,line_weight_pt,line_transparency,zorder,rounded_radius_pct
960.0000,540.0000,1,304,Rectangle 303,AutoShape,252.0315,337.2913,15.3600,4.8000,0.2625,0.6246,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,279,
960.0000,540.0000,1,305,Rectangle 304,AutoShape,246.5558,348.2427,15.3600,4.8000,0.2568,0.6449,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,280,
960.0000,540.0000,1,306,Rectangle 305,AutoShape,240.3810,358.4950,15.3600,4.8000,0.2504,0.6639,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,281,
960.0000,540.0000,1,307,Rectangle 306,AutoShape,234.5558,369.7959,15.3600,4.8000,0.2443,0.6848,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,282,
960.0000,540.0000,1,308,Rectangle 307,AutoShape,228.0315,380.7473,15.3600,4.8000,0.2375,0.7051,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,283,
960.0000,540.0000,1,309,Rectangle 308,AutoShape,222.9053,391.3492,15.3600,4.8000,0.2322,0.7247,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,284,
960.0000,540.0000,1,310,Rectangle 309,AutoShape,217.4296,401.2521,15.3600,4.8000,0.2265,0.7431,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,285,
960.0000,540.0000,1,311,Rectangle 310,AutoShape,179.7984,388.4365,15.3600,4.8000,0.1873,0.7193,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,286,
960.0000,540.0000,1,312,Rectangle 311,AutoShape,185.1576,379.4657,15.3600,4.8000,0.1929,0.7027,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,287,
960.0000,540.0000,1,313,Rectangle 312,AutoShape,190.5169,369.4462,15.3600,4.8000,0.1985,0.6842,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,288,
960.0000,540.0000,1,314,Rectangle 313,AutoShape,196.2257,358.3782,15.3600,4.8000,0.2044,0.6637,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,289,
960.0000,540.0000,1,315,Rectangle 314,AutoShape,201.2354,348.3589,15.3600,4.8000,0.2096,0.6451,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,290,
960.0000,540.0000,1,316,Rectangle 315,AutoShape,206.1748,338.8161,15.3600,4.8000,0.2148,0.6274,0.0160,0.0089,25.566,#FF7E79,0.000,#042433,1.500,0.000,291,
960.0000,540.0000,1,317,Rectangle 316,AutoShape,210.0421,329.4730,15.3600,4.8000,0.2188,0.6101,0.0160,0.0089,25.566,#FF7E79,0.000,#042433,1.500,0.000,292,
960.0000,540.0000,1,318,Rectangle 317,AutoShape,216.0041,318.7200,15.3600,4.8000,0.2250,0.5902,0.0160,0.0089,25.566,#FF7E79,0.000,#042433,1.500,0.000,293,
960.0000,540.0000,1,319,Rectangle 318,AutoShape,221.3633,307.8372,15.3600,4.8000,0.2306,0.5701,0.0160,0.0089,25.566,#FF7E79,0.000,#042433,1.500,0.000,294,
960.0000,540.0000,1,320,Rectangle 319,AutoShape,226.7225,297.9433,15.3600,4.8000,0.2362,0.5517,0.0160,0.0089,25.566,#FF7E79,0.000,#042433,1.500,0.000,295,
960.0000,540.0000,1,321,Rectangle 320,AutoShape,232.7808,289.0960,15.3600,4.8000,0.2425,0.5354,0.0160,0.0089,25.566,#FF7E79,0.000,#042433,1.500,0.000,296,
960.0000,540.0000,1,322,Rectangle 321,AutoShape,237.4409,279.4666,15.3600,4.8000,0.2473,0.5175,0.0160,0.0089,25.566,#FF7E79,0.000,#042433,1.500,0.000,297,
960.0000,540.0000,1,323,Rectangle 322,AutoShape,241.7515,269.3903,15.3600,4.8000,0.2518,0.4989,0.0160,0.0089,25.566,#FF7E79,0.000,#042433,1.500,0.000,298,
960.0000,540.0000,1,324,Rectangle 323,AutoShape,246.7613,258.8555,15.3600,4.8000,0.2570,0.4794,0.0160,0.0089,25.566,#FF7E79,0.000,#042433,1.500,0.000,299,
960.0000,540.0000,1,325,Rectangle 324,AutoShape,174.2995,397.4563,15.3600,7.8176,0.1816,0.7360,0.0160,0.0145,28.605,#FF7E79,0.000,#042433,1.500,0.000,300,
960.0000,540.0000,1,326,Rectangle 325,AutoShape,468.9462,453.0968,15.3969,7.1682,0.4885,0.8391,0.0160,0.0133,101.115,#80350E,0.000,#042433,1.500,0.000,301,
960.0000,540.0000,1,327,Rectangle 326,AutoShape,481.5976,455.4590,15.3969,7.1682,0.5017,0.8434,0.0160,0.0133,101.663,#80350E,0.000,#042433,1.500,0.000,302,
960.0000,540.0000,1,328,Rectangle 327,AutoShape,493.5423,457.5377,15.3969,7.1682,0.5141,0.8473,0.0160,0.0133,101.172,#80350E,0.000,#042433,1.500,0.000,303,
960.0000,540.0000,1,329,Rectangle 328,AutoShape,505.3726,459.6165,15.3969,7.1682,0.5264,0.8511,0.0160,0.0133,99.334,#80350E,0.000,#042433,1.500,0.000,304,
960.0000,540.0000,1,330,Rectangle 329,AutoShape,517.3194,461.9787,15.3969,7.1682,0.5389,0.8555,0.0160,0.0133,100.593,#80350E,0.000,#042433,1.500,0.000,305,
960.0000,540.0000,1,331,Rectangle 330,AutoShape,529.1715,464.0574,15.3969,7.1682,0.5512,0.8594,0.0160,0.0133,99.335,#80350E,0.000,#042433,1.500,0.000,306,
960.0000,540.0000,1,332,Rectangle 331,AutoShape,542.1118,465.2857,15.3969,7.1682,0.5647,0.8616,0.0160,0.0133,97.764,#80350E,0.000,#042433,1.500,0.000,307,
960.0000,540.0000,1,333,Rectangle 332,AutoShape,554.2108,466.9865,15.3969,7.1682,0.5773,0.8648,0.0160,0.0133,99.335,#80350E,0.000,#042433,1.500,0.000,308,
960.0000,540.0000,1,334,Rectangle 333,AutoShape,565.6439,468.7818,15.3969,7.1682,0.5892,0.8681,0.0160,0.0133,100.787,#80350E,0.000,#042433,1.500,0.000,309,
960.0000,540.0000,1,335,Rectangle 334,AutoShape,578.4943,471.7109,15.3969,7.1682,0.6026,0.8735,0.0160,0.0133,98.537,#80350E,0.000,#042433,1.500,0.000,310,
960.0000,540.0000,1,336,Rectangle 335,AutoShape,591.3447,473.7897,15.3969,7.1682,0.6160,0.8774,0.0160,0.0133,98.537,#80350E,0.000,#042433,1.500,0.000,311,
960.0000,540.0000,1,337,Rectangle 336,AutoShape,602.7778,474.1677,15.3969,7.1682,0.6279,0.8781,0.0160,0.0133,90.000,#80350E,0.000,#042433,1.500,0.000,312,
960.0000,540.0000,1,338,Rectangle 337,AutoShape,641.6913,462.9759,13.1580,8.6220,0.6684,0.8574,0.0137,0.0160,145.547,#80350E,0.000,#042433,1.500,0.000,313,
960.0000,540.0000,1,339,Rectangle 338,AutoShape,657.3763,452.5823,13.1580,8.6220,0.6848,0.8381,0.0137,0.0160,145.547,#80350E,0.000,#042433,1.500,0.000,314,
960.0000,540.0000,1,340,Rectangle 339,AutoShape,672.7780,442.1886,13.1580,8.6220,0.7008,0.8189,0.0137,0.0160,145.547,#80350E,0.000,#042433,1.500,0.000,315,
960.0000,540.0000,1,341,Rectangle 340,AutoShape,690.1639,430.6611,13.1580,8.6220,0.7189,0.7975,0.0137,0.0160,145.547,#80350E,0.000,#042433,1.500,0.000,316,
960.0000,540.0000,1,342,Rectangle 341,AutoShape,704.4316,420.5509,13.1580,8.6220,0.7338,0.7788,0.0137,0.0160,145.547,#80350E,0.000,#042433,1.500,0.000,317,
960.0000,540.0000,1,356,Rectangle 355,AutoShape,793.8369,229.6704,11.1140,5.3554,0.8269,0.4253,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,318,
960.0000,540.0000,1,357,Rectangle 356,AutoShape,805.1884,223.0541,11.1140,5.3554,0.8387,0.4131,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,319,
960.0000,540.0000,1,358,Rectangle 357,AutoShape,816.7414,215.8850,11.1140,5.3554,0.8508,0.3998,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,320,
960.0000,540.0000,1,359,Rectangle 358,AutoShape,828.1240,208.6521,11.1140,5.3554,0.8626,0.3864,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,321,
960.0000,540.0000,1,360,Rectangle 359,AutoShape,838.8267,202.0358,11.1140,5.3554,0.8738,0.3741,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,322,
960.0000,540.0000,1,361,Rectangle 360,AutoShape,850.0554,194.8667,11.1140,5.3554,0.8855,0.3609,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,323,
960.0000,540.0000,1,362,Rectangle 361,AutoShape,861.8934,187.0995,11.1140,5.3554,0.8978,0.3465,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,324,
960.0000,540.0000,1,363,Rectangle 362,AutoShape,873.2448,180.4832,11.1140,5.3554,0.9096,0.3342,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,325,
960.0000,540.0000,1,364,Rectangle 363,AutoShape,884.4736,172.6655,11.1140,5.3554,0.9213,0.3198,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,326,
960.0000,540.0000,1,365,Rectangle 364,AutoShape,895.8250,164.8316,11.1140,5.3554,0.9332,0.3052,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,327,
960.0000,540.0000,1,376,Rectangle 375,AutoShape,803.9904,257.1755,11.1140,5.3554,0.8375,0.4763,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,328,
960.0000,540.0000,1,377,Rectangle 376,AutoShape,815.3418,250.5592,11.1140,5.3554,0.8493,0.4640,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,329,
960.0000,540.0000,1,378,Rectangle 377,AutoShape,826.8949,243.3902,11.1140,5.3554,0.8613,0.4507,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,330,
960.0000,540.0000,1,379,Rectangle 378,AutoShape,838.2774,236.1572,11.1140,5.3554,0.8732,0.4373,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,331,
960.0000,540.0000,1,380,Rectangle 379,AutoShape,849.6288,228.8922,11.1140,5.3554,0.8850,0.4239,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,332,
960.0000,540.0000,1,381,Rectangle 380,AutoShape,860.8575,221.7231,11.1140,5.3554,0.8967,0.4106,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,333,
960.0000,540.0000,1,382,Rectangle 381,AutoShape,872.6955,213.6317,11.1140,5.3554,0.9091,0.3956,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,334,
960.0000,540.0000,1,383,Rectangle 382,AutoShape,883.7226,207.0154,11.1140,5.3554,0.9205,0.3834,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,335,
960.0000,540.0000,1,384,Rectangle 383,AutoShape,894.9514,199.1976,11.1140,5.3554,0.9322,0.3689,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,336,
960.0000,540.0000,1,385,Rectangle 384,AutoShape,906.3027,191.3638,11.1140,5.3554,0.9441,0.3544,0.0116,0.0099,237.877,#FFFFFF,0.000,#042433,0.750,0.000,337,
960.0000,540.0000,1,386,Rectangle 385,AutoShape,697.7467,235.2901,16.9861,7.4194,0.7268,0.4357,0.0177,0.0137,180.000,#00B0F0,0.000,#042433,1.500,0.000,338,
960.0000,540.0000,1,387,Rectangle 386,AutoShape,692.3484,282.7500,16.9861,7.4194,0.7212,0.5236,0.0177,0.0137,180.000,#3B7D23,0.000,#042433,1.500,0.000,339,
960.0000,540.0000,1,388,Rectangle 387,AutoShape,692.4038,296.9706,16.9861,7.4194,0.7213,0.5499,0.0177,0.0137,180.000,#3B7D23,0.000,#042433,1.500,0.000,340,
960.0000,540.0000,1,389,Rectangle 388,AutoShape,692.6367,310.3892,16.9861,7.4194,0.7215,0.5748,0.0177,0.0137,180.000,#3B7D23,0.000,#042433,1.500,0.000,341,
960.0000,540.0000,1,390,Rectangle 389,AutoShape,694.1017,324.1133,16.9861,7.4194,0.7230,0.6002,0.0177,0.0137,180.000,#3B7D23,0.000,#042433,1.500,0.000,342,
960.0000,540.0000,1,391,Rectangle 390,AutoShape,693.8253,337.3353,16.9861,7.4194,0.7227,0.6247,0.0177,0.0137,180.000,#3B7D23,0.000,#042433,1.500,0.000,343,
960.0000,540.0000,1,392,Rectangle 391,AutoShape,694.1570,350.7124,16.9861,7.4194,0.7231,0.6495,0.0177,0.0137,180.000,#3B7D23,0.000,#042433,1.500,0.000,344,
960.0000,540.0000,1,393,Rectangle 392,AutoShape,733.2147,271.2802,16.9861,7.4194,0.7638,0.5024,0.0177,0.0137,171.020,#3B7D23,0.000,#042433,1.500,0.000,345,
960.0000,540.0000,1,394,Rectangle 393,AutoShape,735.2609,284.3874,16.9861,7.4194,0.7659,0.5266,0.0177,0.0137,172.733,#3B7D23,0.000,#042433,1.500,0.000,346,
960.0000,540.0000,1,395,Rectangle 394,AutoShape,736.3115,298.0951,16.9861,7.4194,0.7670,0.5520,0.0177,0.0137,174.333,#3B7D23,0.000,#042433,1.500,0.000,347,
960.0000,540.0000,1,396,Rectangle 395,AutoShape,730.7262,331.0329,16.9861,7.4194,0.7612,0.6130,0.0177,0.0137,234.752,#3B7D23,0.000,#042433,1.500,0.000,348,
960.0000,540.0000,1,397,Rectangle 396,AutoShape,743.0580,322.5950,16.9861,7.4194,0.7740,0.5974,0.0177,0.0137,236.168,#3B7D23,0.000,#042433,1.500,0.000,349,
960.0000,540.0000,1,398,Rectangle 397,AutoShape,753.7307,315.2843,16.9861,7.4194,0.7851,0.5839,0.0177,0.0137,236.168,#3B7D23,0.000,#042433,1.500,0.000,350,
960.0000,540.0000,1,399,Rectangle 398,AutoShape,764.3152,307.8792,16.9861,7.4194,0.7962,0.5701,0.0177,0.0137,229.730,#3B7D23,0.000,#042433,1.500,0.000,351,
960.0000,540.0000,1,400,Rectangle 399,AutoShape,777.3106,334.0114,16.9861,7.4194,0.8097,0.6185,0.0177,0.0137,235.726,#3B7D23,0.000,#042433,1.500,0.000,352,
960.0000,540.0000,1,401,Rectangle 400,AutoShape,767.0803,341.4832,16.9861,7.4194,0.7990,0.6324,0.0177,0.0137,235.726,#3B7D23,0.000,#042433,1.500,0.000,353,
960.0000,540.0000,1,402,Rectangle 401,AutoShape,755.1355,349.3293,16.9861,7.4194,0.7866,0.6469,0.0177,0.0137,235.726,#3B7D23,0.000,#042433,1.500,0.000,354,
960.0000,540.0000,1,403,Rectangle 402,AutoShape,744.1862,357.6242,16.9861,7.4194,0.7752,0.6623,0.0177,0.0137,235.726,#3B7D23,0.000,#042433,1.500,0.000,355,
960.0000,540.0000,1,404,Rectangle 403,AutoShape,734.2324,364.9238,16.9861,7.4194,0.7648,0.6758,0.0177,0.0137,235.726,#3B7D23,0.000,#042433,1.500,0.000,356,
960.0000,540.0000,1,405,Rectangle 404,AutoShape,722.9512,372.5551,16.9861,7.4194,0.7531,0.6899,0.0177,0.0137,235.726,#3B7D23,0.000,#042433,1.500,0.000,357,
960.0000,540.0000,1,406,Rectangle 405,AutoShape,724.3337,408.7762,16.9861,7.4194,0.7545,0.7570,0.0177,0.0137,234.354,#3B7D23,0.000,#042433,1.500,0.000,358,
960.0000,540.0000,1,407,Rectangle 406,AutoShape,736.3337,399.5411,16.9861,7.4194,0.7670,0.7399,0.0177,0.0137,234.354,#3B7D23,0.000,#042433,1.500,0.000,359,
960.0000,540.0000,1,408,Rectangle 407,AutoShape,747.3383,392.2968,16.9861,7.4194,0.7785,0.7265,0.0177,0.0137,234.354,#3B7D23,0.000,#042433,1.500,0.000,360,
960.0000,540.0000,1,409,Rectangle 408,AutoShape,758.0112,384.3890,16.9861,7.4194,0.7896,0.7118,0.0177,0.0137,234.354,#3B7D23,0.000,#042433,1.500,0.000,361,
960.0000,540.0000,1,410,Rectangle 409,AutoShape,769.3477,376.8129,16.9861,7.4194,0.8014,0.6978,0.0177,0.0137,234.354,#3B7D23,0.000,#042433,1.500,0.000,362,
960.0000,540.0000,1,411,Rectangle 410,AutoShape,780.0204,369.2368,16.9861,7.4194,0.8125,0.6838,0.0177,0.0137,234.354,#3B7D23,0.000,#042433,1.500,0.000,363,
960.0000,540.0000,1,412,Rectangle 411,AutoShape,790.3613,361.3290,16.9861,7.4194,0.8233,0.6691,0.0177,0.0137,234.354,#3B7D23,0.000,#042433,1.500,0.000,364,
960.0000,540.0000,1,413,Rectangle 412,AutoShape,777.2703,-191.2406,16.9861,7.4194,0.8097,-0.3541,0.0177,0.0137,234.354,#3B7D23,0.000,#042433,1.500,0.000,365,
960.0000,540.0000,1,414,Rectangle 413,AutoShape,38.5357,281.1552,15.3600,4.8000,0.0401,0.5207,0.0160,0.0089,15.369,#D9D9D9,0.000,#042433,1.500,0.000,366,
960.0000,540.0000,1,415,Rectangle 414,AutoShape,42.0994,270.7090,15.3600,4.8000,0.0439,0.5013,0.0160,0.0089,15.369,#D9D9D9,0.000,#042433,1.500,0.000,367,
960.0000,540.0000,1,416,Rectangle 415,AutoShape,36.2684,290.8733,15.3600,4.8000,0.0378,0.5387,0.0160,0.0089,15.369,#D9D9D9,0.000,#042433,1.500,0.000,368,
960.0000,540.0000,1,417,Rectangle 416,AutoShape,31.9551,301.7791,15.3600,4.8000,0.0333,0.5589,0.0160,0.0089,10.841,#D9D9D9,0.000,#042433,1.500,0.000,369,
960.0000,540.0000,1,418,Rectangle 417,AutoShape,29.3385,313.8379,15.3600,4.8000,0.0306,0.5812,0.0160,0.0089,355.706,#D9D9D9,0.000,#042433,1.500,0.000,370,
960.0000,540.0000,1,419,Rectangle 418,AutoShape,30.7820,325.6671,15.3600,4.8000,0.0321,0.6031,0.0160,0.0089,340.469,#D9D9D9,0.000,#042433,1.500,0.000,371,
960.0000,540.0000,1,420,Rectangle 419,AutoShape,35.1128,338.9768,15.3600,4.8000,0.0366,0.6277,0.0160,0.0089,325.201,#D9D9D9,0.000,#042433,1.500,0.000,372,
960.0000,540.0000,1,421,Rectangle 420,AutoShape,42.7820,349.3528,15.3600,4.8000,0.0446,0.6469,0.0160,0.0089,325.201,#D9D9D9,0.000,#042433,1.500,0.000,373,
960.0000,540.0000,1,422,Rectangle 421,AutoShape,17.0677,339.7158,15.3600,4.8000,0.0178,0.6291,0.0160,0.0089,44.616,#D9D9D9,0.000,#042433,1.500,0.000,374,
960.0000,540.0000,1,423,Rectangle 422,AutoShape,9.0378,352.7985,15.3600,4.8000,0.0094,0.6533,0.0160,0.0089,21.298,#D9D9D9,0.000,#042433,1.500,0.000,375,
960.0000,540.0000,1,424,Rectangle 423,AutoShape,9.3083,370.6631,15.3600,4.8000,0.0097,0.6864,0.0160,0.0089,326.479,#D9D9D9,0.000,#042433,1.500,0.000,376,
960.0000,540.0000,1,425,Rectangle 424,AutoShape,25.2783,377.4300,15.3600,4.8000,0.0263,0.6989,0.0160,0.0089,98.414,#D9D9D9,0.000,#042433,1.500,0.000,377,
960.0000,540.0000,1,426,Rectangle 425,AutoShape,38.2706,379.0539,15.3600,4.8000,0.0399,0.7020,0.0160,0.0089,67.522,#D9D9D9,0.000,#042433,1.500,0.000,378,
960.0000,540.0000,1,427,Rectangle 426,AutoShape,50.5413,376.4374,15.3600,4.8000,0.0526,0.6971,0.0160,0.0089,67.522,#D9D9D9,0.000,#042433,1.500,0.000,379,
960.0000,540.0000,1,428,Rectangle 427,AutoShape,66.2406,371.0239,15.3600,4.8000,0.0690,0.6871,0.0160,0.0089,118.958,#D9D9D9,0.000,#042433,1.500,0.000,380,
960.0000,540.0000,1,429,Rectangle 428,AutoShape,75.9850,376.1666,15.3600,4.8000,0.0792,0.6966,0.0160,0.0089,112.892,#D9D9D9,0.000,#042433,1.500,0.000,381,
960.0000,540.0000,1,430,Rectangle 429,AutoShape,91.1428,379.1441,15.3600,4.8000,0.0949,0.7021,0.0160,0.0089,90.000,#D9D9D9,0.000,#042433,1.500,0.000,382,
960.0000,540.0000,1,431,Rectangle 430,AutoShape,101.6992,379.4149,15.3600,4.8000,0.1059,0.7026,0.0160,0.0089,90.000,#D9D9D9,0.000,#042433,1.500,0.000,383,
960.0000,540.0000,1,432,Rectangle 431,AutoShape,115.8646,376.7983,15.3600,4.8000,0.1207,0.6978,0.0160,0.0089,69.613,#D9D9D9,0.000,#042433,1.500,0.000,384,
960.0000,540.0000,1,433,Rectangle 432,AutoShape,125.4284,372.5577,15.3600,4.8000,0.1307,0.6899,0.0160,0.0089,65.841,#D9D9D9,0.000,#042433,1.500,0.000,385,
960.0000,540.0000,1,434,Rectangle 433,AutoShape,134.9924,367.2344,15.3600,4.8000,0.1406,0.6801,0.0160,0.0089,61.504,#D9D9D9,0.000,#042433,1.500,0.000,386,
960.0000,540.0000,1,435,Rectangle 434,AutoShape,145.0976,360.5577,15.3600,4.8000,0.1511,0.6677,0.0160,0.0089,57.902,#D9D9D9,0.000,#042433,1.500,0.000,387,
960.0000,540.0000,1,436,Rectangle 435,AutoShape,157.9096,352.3813,15.3600,4.8000,0.1645,0.6526,0.0160,0.0089,30.143,#D9D9D9,0.000,#042433,1.500,0.000,388,
960.0000,540.0000,1,437,Rectangle 436,AutoShape,164.2254,342.1859,15.3600,4.8000,0.1711,0.6337,0.0160,0.0089,30.143,#D9D9D9,0.000,#042433,1.500,0.000,389,
960.0000,540.0000,1,438,Rectangle 437,AutoShape,169.1877,332.3731,15.3600,4.8000,0.1762,0.6155,0.0160,0.0089,27.998,#D9D9D9,0.000,#042433,1.500,0.000,390,
960.0000,540.0000,1,439,Rectangle 438,AutoShape,174.0666,322.6134,15.3600,4.8000,0.1813,0.5974,0.0160,0.0089,27.874,#D9D9D9,0.000,#042433,1.500,0.000,391,
960.0000,540.0000,1,440,Rectangle 439,AutoShape,179.0901,312.7371,15.3600,4.8000,0.1866,0.5791,0.0160,0.0089,30.757,#D9D9D9,0.000,#042433,1.500,0.000,392,
960.0000,540.0000,1,441,Rectangle 440,AutoShape,185.1350,302.7463,15.3600,4.8000,0.1928,0.5606,0.0160,0.0089,30.757,#D9D9D9,0.000,#042433,1.500,0.000,393,
960.0000,540.0000,1,442,Rectangle 441,AutoShape,191.7215,292.9372,15.3600,4.8000,0.1997,0.5425,0.0160,0.0089,30.757,#D9D9D9,0.000,#042433,1.500,0.000,394,
960.0000,540.0000,1,443,Rectangle 442,AutoShape,161.3173,283.1455,15.3600,4.8000,0.1680,0.5243,0.0160,0.0089,297.514,#D9D9D9,0.000,#042433,1.500,0.000,395,
960.0000,540.0000,1,444,Rectangle 443,AutoShape,151.4253,278.6081,15.3600,4.8000,0.1577,0.5159,0.0160,0.0089,289.876,#D9D9D9,0.000,#042433,1.500,0.000,396,
960.0000,540.0000,1,445,Rectangle 444,AutoShape,137.6180,273.5653,15.3600,7.1231,0.1434,0.5066,0.0160,0.0132,285.168,#D9D9D9,0.000,#042433,1.500,0.000,397,
960.0000,540.0000,1,446,Rectangle 445,AutoShape,109.8287,267.4005,15.3600,7.1231,0.1144,0.4952,0.0160,0.0132,270.000,#D9D9D9,0.000,#042433,1.500,0.000,398,
960.0000,540.0000,1,447,Rectangle 446,AutoShape,93.5908,266.6794,15.3600,4.8000,0.0975,0.4939,0.0160,0.0089,270.000,#D9D9D9,0.000,#042433,1.500,0.000,399,
960.0000,540.0000,1,448,Rectangle 447,AutoShape,80.4178,260.3411,15.3600,4.8000,0.0838,0.4821,0.0160,0.0089,270.000,#D9D9D9,0.000,#042433,1.500,0.000,400,
960.0000,540.0000,1,449,Rectangle 448,AutoShape,76.1391,240.3839,15.3600,4.8000,0.0793,0.4452,0.0160,0.0089,274.120,#D9D9D9,0.000,#042433,1.500,0.000,401,
960.0000,540.0000,1,450,Rectangle 449,AutoShape,88.0644,242.7675,15.3600,4.8000,0.0917,0.4496,0.0160,0.0089,257.483,#D9D9D9,0.000,#042433,1.500,0.000,402,
960.0000,540.0000,1,451,Rectangle 450,AutoShape,99.2523,244.4927,15.3600,4.8000,0.1034,0.4528,0.0160,0.0089,259.655,#D9D9D9,0.000,#042433,1.500,0.000,403,
960.0000,540.0000,1,452,Rectangle 451,AutoShape,114.5005,247.7990,15.3600,4.8000,0.1193,0.4589,0.0160,0.0089,270.000,#D9D9D9,0.000,#042433,1.500,0.000,404,
960.0000,540.0000,1,453,Rectangle 452,AutoShape,128.1245,250.4638,15.3600,4.8000,0.1335,0.4638,0.0160,0.0089,294.737,#D9D9D9,0.000,#042433,1.500,0.000,405,
960.0000,540.0000,1,454,Rectangle 453,AutoShape,139.8539,253.0336,15.3600,4.8000,0.1457,0.4686,0.0160,0.0089,308.072,#D9D9D9,0.000,#042433,1.500,0.000,406,
960.0000,540.0000,1,455,Rectangle 454,AutoShape,153.4780,256.4865,15.3600,4.8000,0.1599,0.4750,0.0160,0.0089,304.827,#D9D9D9,0.000,#042433,1.500,0.000,407,
960.0000,540.0000,1,456,Rectangle 455,AutoShape,165.0786,260.6068,15.3600,4.8000,0.1720,0.4826,0.0160,0.0089,309.691,#D9D9D9,0.000,#042433,1.500,0.000,408,
960.0000,540.0000,1,457,Rectangle 456,AutoShape,178.6809,265.6669,15.3600,4.8000,0.1861,0.4920,0.0160,0.0089,293.386,#D9D9D9,0.000,#042433,1.500,0.000,409,
960.0000,540.0000,1,458,Rectangle 457,AutoShape,192.5756,268.4525,15.3600,4.8000,0.2006,0.4971,0.0160,0.0089,287.299,#D9D9D9,0.000,#042433,1.500,0.000,410,
960.0000,540.0000,1,459,Rectangle 458,AutoShape,206.7410,266.9550,15.3600,4.8000,0.2154,0.4944,0.0160,0.0089,233.846,#D9D9D9,0.000,#042433,1.500,0.000,411,
960.0000,540.0000,1,460,Rectangle 459,AutoShape,218.7410,254.9173,15.3600,4.8000,0.2279,0.4721,0.0160,0.0089,180.000,#D9D9D9,0.000,#042433,1.500,0.000,412,
960.0000,540.0000,1,461,Rectangle 460,AutoShape,226.4454,239.0143,15.8660,9.6009,0.2359,0.4426,0.0165,0.0178,182.777,#D9D9D9,0.000,#042433,1.500,0.000,413,
960.0000,540.0000,1,462,Rectangle 461,AutoShape,88.2967,218.0077,15.3600,4.8000,0.0920,0.4037,0.0160,0.0089,240.513,#D9D9D9,0.000,#042433,1.500,0.000,414,
960.0000,540.0000,1,463,Rectangle 462,AutoShape,103.5449,216.7108,15.3600,4.8000,0.1079,0.4013,0.0160,0.0089,245.136,#D9D9D9,0.000,#042433,1.500,0.000,415,
960.0000,540.0000,1,464,Rectangle 463,AutoShape,116.0531,219.4984,15.3600,4.8000,0.1209,0.4065,0.0160,0.0089,249.319,#D9D9D9,0.000,#042433,1.500,0.000,416,
960.0000,540.0000,1,465,Rectangle 464,AutoShape,131.4678,222.6213,13.0167,5.5083,0.1369,0.4123,0.0136,0.0102,283.558,#D9D9D9,0.000,#042433,1.500,0.000,417,
960.0000,540.0000,1,466,Rectangle 465,AutoShape,145.6334,225.8080,13.0167,5.5083,0.1517,0.4182,0.0136,0.0102,283.558,#D9D9D9,0.000,#042433,1.500,0.000,418,
960.0000,540.0000,1,467,Rectangle 466,AutoShape,159.0388,229.4322,13.0167,5.5083,0.1657,0.4249,0.0136,0.0102,287.114,#D9D9D9,0.000,#042433,1.500,0.000,419,
